Constituency ID,State ID,State,Parliament Constituency,Constituency Name (short),Const No,Constituency Name (long),Status,Winning Candidate,Winning Party,Winning Party ID,Winner Votes,Winner Vote Share,RunnerUp Candidate,RunnerUp Party,RunnerUp Votes,Margin,Total Votes Polled,Num Candidates,Country
U056,U05,Delhi,WESTDELHI(6),West Delhi,6,WESTDELHI,Result Declared,KAMALJEET SEHRAWAT,Bharatiya Janata Party - BJP,369,842658,0.552746026,MAHABAL MISHRA,Aam Aadmi Party,643645,199013,1524494,25,India
S2542,S25,West Bengal,BIRBHUM(42),Birbhum,42,BIRBHUM,Result Declared,SATABDI ROY,All India Trinamool Congress - AITC,140,717961,0.470044493,DEBTANU BHATTACHARYA,Bharatiya Janata Party,520311,197650,1527432,13,India
S193,S19,Punjab,KHADOORSAHIB(3),Khadoor Sahib,3,KHADOORSAHIB,Result Declared,AMRITPAL SINGH,Independent - IND,743,404430,0.386214207,KULBIR SINGH ZIRA,Indian National Congress,207310,197120,1047165,28,India
S2237,S22,Tamil Nadu,TENKASI(37),TENKASI,37,TENKASI,Result Declared,DR RANI SRI KUMAR,Dravida Munnetra Kazhagam - DMK,582,425679,0.409653755,DR K KRISHNASAMY,All India Anna Dravida Munnetra Kazhagam,229480,196199,1039119,16,India
S1210,S12,Madhya Pradesh,REWA(10),REWA,10,REWA,Result Declared,JANARDAN MISHRA,Bharatiya Janata Party - BJP,369,477459,0.520034766,NEELAM ABHAY MISHRA,Indian National Congress,284085,193374,918129,15,India
S229,S22,Tamil Nadu,KRISHNAGIRI(9),KRISHNAGIRI,9,KRISHNAGIRI,Result Declared,GOPINATH K,Indian National Congress - INC,742,492883,0.422656145,JAYAPRAKASH V,All India Anna Dravida Munnetra Kazhagam,300397,192486,1166156,28,India
S1022,S10,Karnataka,CHAMARAJANAGAR(22),Chamarajanagar,22,CHAMARAJANAGAR,Result Declared,SUNIL BOSE,Indian National Congress - INC,742,751671,0.548746274,BALARAJ.S,Bharatiya Janata Party,562965,188706,1369797,15,India
S0119,S01,Andhra Pradesh,ANANTHAPUR(19),Ananthapur,19,ANANTHAPUR,Result Declared,AMBICA G LAKSHMINARAYANA VALMIKI,Telugu Desam - TDP,1745,768245,0.53334495,MALAGUNDLA SANKAR NARAYANA,Yuvajana Sramika Rythu Congress Party,579690,188555,1440428,22,India
U082,U08,Jammu and Kashmir,SRINAGAR(2),SRINAGAR,2,SRINAGAR,Result Declared,AGA SYED RUHULLAH MEHDI,Jammu & Kashmir National Conference - JKN,834,356866,0.528500893,WAHEED UR REHMAN PARA,Jammu & Kashmir Peoples Democratic Party,168450,188416,675242,25,India
S0423,S04,Bihar,SAMASTIPUR(23),Samastipur,23,SAMASTIPUR,Result Declared,SHAMBHAVI,Lok Janshakti Party(Ram Vilas) - LJPRV,3165,579786,0.529682293,SUNNY HAZARI,Indian National Congress,392535,187251,1094592,13,India
S2523,S25,West Bengal,KOLKATADAKSHIN(23),Kolkata Dakshin,23,KOLKATADAKSHIN,Result Declared,MALA ROY,All India Trinamool Congress - AITC,140,615274,0.494801271,DEBASREE CHAUDHURI,Bharatiya Janata Party,428043,187231,1243477,18,India
S2513,S25,West Bengal,RANAGHAT(13),Ranaghat,13,RANAGHAT,Result Declared,JAGANNATH SARKAR,Bharatiya Janata Party - BJP,369,782396,0.507840938,MUKUT MANI ADHIKARI,All India Trinamool Congress,595497,186899,1540632,8,India
S2226,S22,Tamil Nadu,CUDDALORE(26),CUDDALORE,26,CUDDALORE,Result Declared,M.K. VISHNUPRASAD,Indian National Congress - INC,742,455053,0.441129626,P. SIVAKOZHUNDU,Desiya Murpokku Dravida Kazhagam,269157,185896,1031563,20,India
S047,S04,Bihar,JHANJHARPUR(7),Jhanjharpur,7,JHANJHARPUR,Result Declared,RAMPRIT MANDAL,Janata Dal  (United) - JD(U),805,533032,0.487347553,SUMAN KUMAR MAHASETH,Vikassheel Insaan Party,348863,184169,1093741,11,India
S1322,S13,Maharashtra,PALGHAR(22),Palghar,22,PALGHAR,Result Declared,DR. HEMANT VISHNU SAVARA,Bharatiya Janata Party - BJP,369,601244,0.436927084,BHARTI BHARAT KAMDI,Shiv Sena (Uddhav Balasaheb Thackrey),417938,183306,1376074,11,India
S2532,S25,West Bengal,GHATAL(32),Ghatal,32,GHATAL,Result Declared,ADHIKARI DEEPAK (DEV),All India Trinamool Congress - AITC,140,837990,0.523561812,DR. HIRANMOY CHATTOPADHYAYA,Bharatiya Janata Party,655122,182868,1600556,8,India
S083,S08,Himachal Pradesh,HAMIRPUR(3),HAMIRPUR,3,HAMIRPUR,Result Declared,ANURAG SINGH THAKUR,Bharatiya Janata Party - BJP,369,607068,0.579671009,SATPAL RAIZADA,Indian National Congress,424711,182357,1047263,13,India
S0110,S01,Andhra Pradesh,ELURU(10),Eluru,10,ELURU,Result Declared,PUTTA MAHESH KUMAR,Telugu Desam - TDP,1745,746351,0.540032228,KARUMURI SUNIL KUMAR,Yuvajana Sramika Rythu Congress Party,564494,181857,1382049,14,India
S2239,S22,Tamil Nadu,KANNIYAKUMARI(39),KANNIYAKUMARI,39,KANNIYAKUMARI,Result Declared,VIJAYAKUMAR (Alias) VIJAY VASANTH,Indian National Congress - INC,742,546248,0.530824883,RADHAKRISHNAN P,Bharatiya Janata Party,366341,179907,1029055,23,India
S254,S25,West Bengal,DARJEELING(4),Darjeeling,4,DARJEELING,Result Declared,RAJU BISTA,Bharatiya Janata Party - BJP,369,679331,0.511771025,GOPAL LAMA,All India Trinamool Congress,500806,178525,1327412,15,India
S102,S10,Karnataka,BELGAUM(2),Belgaum,2,BELGAUM,Result Declared,JAGADISH SHETTAR,Bharatiya Janata Party - BJP,369,762029,0.550643151,MRINAL R HEBBALKAR,Indian National Congress,583592,178437,1383889,14,India
S271,S27,Jharkhand,RAJMAHAL(1),Rajmahal,1,RAJMAHAL,Result Declared,VIJAY KUMAR HANSDAK,Jharkhand Mukti Morcha - JMM,852,613371,0.503485741,TALA MARANDI,Bharatiya Janata Party,435107,178264,1218249,15,India
S0414,S04,Bihar,DARBHANGA(14),Darbhanga,14,DARBHANGA,Result Declared,GOPAL JEE THAKUR,Bharatiya Janata Party - BJP,369,566630,0.553250197,LALIT KUMAR YADAV,Rashtriya Janata Dal,388474,178156,1024184,9,India
S194,S19,Punjab,JALANDHAR(4),Jalandhar,4,JALANDHAR,Result Declared,CHARANJIT SINGH CHANNI,Indian National Congress - INC,742,390053,0.39434864,SUSHIL KUMAR RINKU,Bharatiya Janata Party,214060,175993,989107,21,India
S1019,S10,Karnataka,TUMKUR(19),Tumkur,19,TUMKUR,Result Declared,V. SOMANNA,Bharatiya Janata Party - BJP,369,720946,0.553105564,S.P. MUDDAHANUMEGOWDA,Indian National Congress,545352,175594,1303451,19,India
S2527,S25,West Bengal,SRERAMPUR(27),Srerampur,27,SRERAMPUR,Result Declared,KALYAN BANERJEE,All India Trinamool Congress - AITC,140,673970,0.45645472,KABIR SHANKAR BOSE,Bharatiya Janata Party,499140,174830,1476532,12,India
S0413,S04,Bihar,MADHEPURA(13),Madhepura,13,MADHEPURA,Result Declared,DINESH CHANDRA YADAV,Janata Dal  (United) - JD(U),805,640649,0.529595477,DA KUMAR CHANDRADEEP,Rashtriya Janata Dal,466115,174534,1209695,9,India
S1215,S12,Madhya Pradesh,BALAGHAT(15),BALAGHAT,15,BALAGHAT,Result Declared,BHARTI PARDHI,Bharatiya Janata Party - BJP,369,712660,0.515568481,SAMRAT ASHOK SINGH SARASWAR,Indian National Congress,538148,174512,1382280,14,India
S2533,S25,West Bengal,JHARGRAM(33),Jhargram,33,JHARGRAM,Result Declared,KALIPADA SAREN (KHERWAL),All India Trinamool Congress - AITC,140,743478,0.498696375,DR. PRANAT TUDU,Bharatiya Janata Party,569430,174048,1490843,14,India
S0710,S07,Haryana,FARIDABAD(10),FARIDABAD,10,FARIDABAD,Result Declared,KRISHAN PAL,Bharatiya Janata Party - BJP,369,788569,0.535959498,MAHENDER PRATAP SINGH,Indian National Congress,615655,172914,1471322,25,India
S2910,S29,Telangana,CHEVELLA(10),Chevella,10,CHEVELLA,Result Declared,KONDA VISHWESHWAR REDDY,Bharatiya Janata Party - BJP,369,809882,0.483409476,DR GADDAM RANJITH REDDY,Indian National Congress,636985,172897,1675354,44,India
S1912,S19,Punjab,SANGRUR(12),Sangrur,12,SANGRUR,Result Declared,GURMEET SINGH MEET HAYER,Aam Aadmi Party - AAAP,1,364085,0.360599803,SUKHPAL SINGH KHAIRA,Indian National Congress,191525,172560,1009665,24,India
S2442,S24,Uttar Pradesh,KANNAUJ(42),Kannauj,42,KANNAUJ,Result Declared,AKHILESH YADAV,Samajwadi Party - SP,1680,642292,0.527405646,SUBRAT PATHAK,Bharatiya Janata Party,471370,170922,1217833,16,India
S0421,S04,Bihar,HAJIPUR(21),Hajipur,21,HAJIPUR,Result Declared,CHIRAG PASWAN,Lok Janshakti Party(Ram Vilas) - LJPRV,3165,615718,0.532939678,SHIV CHANDRA RAM,Rashtriya Janata Dal,445613,170105,1155324,15,India
S048,S04,Bihar,SUPAUL(8),Supaul,8,SUPAUL,Result Declared,DILESHWAR KAMAIT,Janata Dal  (United) - JD(U),805,595038,0.483332981,CHANDRAHAS CHAUPAL,Rashtriya Janata Dal,425235,169803,1231114,16,India
S2525,S25,West Bengal,HOWRAH(25),Howrah,25,HOWRAH,Result Declared,PRASUN BANERJEE,All India Trinamool Congress - AITC,140,626493,0.492604946,DR RATHIN CHAKRAVARTY,Bharatiya Janata Party,457051,169442,1271796,15,India
S0429,S04,Bihar,NALANDA(29),Nalanda,29,NALANDA,Result Declared,KAUSHALENDRA KUMAR,Janata Dal  (United) - JD(U),805,559422,0.488841585,DR. SANDEEP SAURAV,Communist Party of India  (Marxist-Leninist)  (Liberation),390308,169114,1144383,30,India
S2710,S27,Jharkhand,SINGHBHUM(10),Singhbhum,10,SINGHBHUM,Result Declared,JOBA MAJHI,Jharkhand Mukti Morcha - JMM,852,520164,0.516242109,GEETA KORA,Bharatiya Janata Party,351762,168402,1007597,15,India
S2437,S24,Uttar Pradesh,AMETHI(37),Amethi,37,AMETHI,Result Declared,KISHORI LAL,Indian National Congress - INC,742,539228,0.54985617,SMRITI IRANI,Bharatiya Janata Party,372032,167196,980671,14,India
S2223,S22,Tamil Nadu,KARUR(23),KARUR,23,KARUR,Result Declared,JOTHIMANI. S,Indian National Congress - INC,742,534906,0.472513018,THANGAVEL. L,All India Anna Dravida Munnetra Kazhagam,368090,166816,1132045,55,India
S2235,S22,Tamil Nadu,RAMANATHAPURAM(35),RAMANATHAPURAM,35,RAMANATHAPURAM,Result Declared,NAVASKANI K,Indian Union Muslim League - IUML,772,509664,0.459217572,PANNEERSELVAM O S/O OTTAKARATHEVAR,Independent,342882,166782,1109853,26,India
S2238,S22,Tamil Nadu,TIRUNELVELI(38),TIRUNELVELI,38,TIRUNELVELI,Result Declared,ROBERT BRUCE C,Indian National Congress - INC,742,502296,0.470557816,NAINAR NAGENTHRAN,Bharatiya Janata Party,336676,165620,1067448,24,India
S1820,S18,Odisha,BERHAMPUR(20),Berhampur,20,BERHAMPUR,Result Declared,DR. PRADEEP KUMAR PANIGRAHY,Bharatiya Janata Party - BJP,369,513102,0.491984547,BHRUGU BAXIPATRA,Biju Janata Dal,347626,165476,1042923,12,India
S2426,S24,Uttar Pradesh,PILIBHIT(26),Pilibhit,26,PILIBHIT,Result Declared,JITIN PRASADA,Bharatiya Janata Party - BJP,369,607158,0.522985115,BHAGWAT SARAN GANGWAR,Samajwadi Party,442223,164935,1160947,11,India
S265,S26,Chhattisgarh,BILASPUR(5),BILASPUR,5,BILASPUR,Result Declared,TOKHAN SAHU,Bharatiya Janata Party - BJP,369,724937,0.532513314,DEVENDRA YADAV,Indian National Congress,560379,164558,1361350,38,India
S2511,S25,West Bengal,MURSHIDABAD(11),Murshidabad,11,MURSHIDABAD,Result Declared,ABU TAHER KHAN,All India Trinamool Congress - AITC,140,682442,0.442695998,MD SALIM,Communist Party of India  (Marxist),518227,164215,1541559,12,India
S285,S28,Uttarakhand,HARIDWAR(5),Haridwar,5,HARIDWAR,Result Declared,TRIVENDRA SINGH RAWAT,Bharatiya Janata Party - BJP,369,653808,0.501916518,VIRENDRA RAWAT,Indian National Congress,489752,164056,1302623,15,India
S282,S28,Uttarakhand,GARHWAL(2),Garhwal,2,GARHWAL,Result Declared,ANIL BALUNI,Bharatiya Janata Party - BJP,369,432159,0.586033134,GANESH GODIYAL,Indian National Congress,268656,163503,737431,14,India
S1027,S10,Karnataka,CHIKKBALLAPUR(27),Chikkballapur,27,CHIKKBALLAPUR,Result Declared,DR.K.SUDHAKAR,Bharatiya Janata Party - BJP,369,822619,0.537371474,M.S. RAKSHA RAMAIAH,Indian National Congress,659159,163460,1530820,30,India
S2470,S24,Uttar Pradesh,GHOSI(70),Ghosi,70,GHOSI,Result Declared,RAJEEV RAI,Samajwadi Party - SP,1680,503131,0.437280873,DR. ARVIND RAJBHAR,Suheldev Bharatiya Samaj Party,340188,162943,1150590,29,India
S1321,S13,Maharashtra,NASHIK(21),Nashik,21,NASHIK,Result Declared,RAJABHAU (PARAG) PRAKASH WAJE,Shiv Sena (Uddhav Balasaheb Thackrey) - SHSUBT,3369,616729,0.498486103,GODSE HEMANT TUKARAM,Shiv Sena,454728,162001,1237204,32,India
S0425,S04,Bihar,KHAGARIA(25),Khagaria,25,KHAGARIA,Result Declared,RAJESH VERMA,Lok Janshakti Party(Ram Vilas) - LJPRV,3165,538657,0.507260612,SANJAY KUMAR,Communist Party of India  (Marxist),377526,161131,1061894,13,India
S2469,S24,Uttar Pradesh,AZAMGARH(69),Azamgarh,69,AZAMGARH,Result Declared,DHARMENDRA YADAV,Samajwadi Party - SP,1680,508239,0.481962409,DINESH LAL YADAV “NIRAHUA”,Bharatiya Janata Party,347204,161035,1054520,10,India
S2538,S25,West Bengal,BARDHAMANPURBA(38),Bardhaman Purba,38,BARDHAMANPURBA,Result Declared,DR. SHARMILA SARKAR,All India Trinamool Congress - AITC,140,720302,0.481064042,ASIM KUMAR SARKAR,Bharatiya Janata Party,559730,160572,1497310,8,India
S0114,S01,Andhra Pradesh,NARSARAOPET(14),Narsaraopet,14,NARSARAOPET,Result Declared,LAVU SRIKRISHNA DEVARAYALU,Telugu Desam - TDP,1745,807996,0.538818821,ANIL KUMAR POLUBOINA,Yuvajana Sramika Rythu Congress Party,648267,159729,1499569,16,India
S2411,S24,Uttar Pradesh,BAGHPAT(11),Baghpat,11,BAGHPAT,Result Declared,DR RAJKUMAR SANGWAN,Rashtriya Lok Dal - RLD,1458,488967,0.523646539,AMARPAL,Samajwadi Party,329508,159459,933773,8,India
S131,S13,Maharashtra,NANDURBAR(1),Nandurbar,1,NANDURBAR,Result Declared,ADV GOWAAL KAGADA PADAVI,Indian National Congress - INC,742,745998,0.53527631,DR HEENA VIJAYKUMAR GAVIT,Bharatiya Janata Party,586878,159120,1393669,12,India
S1335,S13,Maharashtra,BARAMATI(35),Baramati,35,BARAMATI,Result Declared,SUPRIYA SULE,Nationalist Congress Party Sharadchandra Pawar - NCPSP,3620,732312,0.518506403,SUNETRA AJITDADA PAWAR,Nationalist Congress Party,573979,158333,1412349,39,India
S065,S06,Gujarat,SABARKANTHA(5),Sabarkantha,5,SABARKANTHA,Result Declared,SHOBHANABEN MAHENDRASINH BARAIYA,Bharatiya Janata Party - BJP,369,677318,0.533590996,CHAUDHARI TUSHAR AMARSINH,Indian National Congress,521636,155682,1269358,15,India
S152,S15,Meghalaya,TURA(2),Tura,2,TURA,Result Declared,SALENG A SANGMA,Indian National Congress - INC,742,383919,0.569565437,AGATHA K SANGMA,National People's Party,228678,155241,674056,5,India
S1347,S13,Maharashtra,KOLHAPUR(47),Kolhapur,47,KOLHAPUR,Result Declared,CHHATRAPATI SHAHU SHAHAJI,Indian National Congress - INC,742,754522,0.541525817,SANJAY SADASHIVRAO MANDLIK,Shiv Sena,599558,154964,1393326,24,India
S0430,S04,Bihar,PATNASAHIB(30),Patna Sahib,30,PATNASAHIB,Result Declared,RAVI SHANKAR PRASAD,Bharatiya Janata Party - BJP,369,588270,0.546975535,ANSHUL AVIJIT,Indian National Congress,434424,153846,1075496,18,India
S2477,S24,Uttar Pradesh,VARANASI(77),Varanasi,77,VARANASI,Result Declared,NARENDRA MODI,Bharatiya Janata Party - BJP,369,612970,0.54238269,AJAY RAI,Indian National Congress,460457,152513,1130143,8,India
S046,S04,Bihar,MADHUBANI(6),Madhubani,6,MADHUBANI,Result Declared,ASHOK KUMAR YADAV,Bharatiya Janata Party - BJP,369,553428,0.538496567,MD ALI ASHRAF FATMI,Rashtriya Janata Dal,401483,151945,1027728,13,India
S245,S24,Uttar Pradesh,NAGINA(5),Nagina,5,NAGINA,Result Declared,CHANDRASHEKHAR,Aazad Samaj Party (Kanshi Ram) - ASPKR,2989,512552,0.511885014,OM KUMAR,Bharatiya Janata Party,361079,151473,1001303,7,India
S1118,S11,Kerala,KOLLAM(18),Kollam,18,KOLLAM,Result Declared,N K PREMACHANDRAN,Revolutionary Socialist Party - RSP,1534,443628,0.484473474,M MUKESH,Communist Party of India  (Marxist),293326,150302,915691,13,India
S2711,S27,Jharkhand,KHUNTI(11),Khunti,11,KHUNTI,Result Declared,KALI CHARAN MUNDA,Indian National Congress - INC,742,511647,0.546233407,ARJUN MUNDA,Bharatiya Janata Party,361972,149675,936682,8,India
S1017,S10,Karnataka,DAKSHINAKANNADA(17),Dakshina Kannada,17,DAKSHINAKANNADA,Result Declared,CAPTAIN BRIJESH CHOWTA,Bharatiya Janata Party - BJP,369,764132,0.539728911,PADMARAJ.R.POOJARY,Indian National Congress,614924,149208,1415770,10,India
S2457,S24,Uttar Pradesh,KAISERGANJ(57),Kaiserganj,57,KAISERGANJ,Result Declared,KARAN BHUSHAN SINGH,Bharatiya Janata Party - BJP,369,571263,0.53786229,BHAGAT RAM,Samajwadi Party,422420,148843,1062099,5,India
S1821,S18,Odisha,KORAPUT(21),Koraput,21,KORAPUT,Result Declared,SAPTAGIRI SANKAR ULAKA,Indian National Congress - INC,742,471393,0.410320131,KAUSALYA HIKAKA,Biju Janata Dal,323649,147744,1148842,12,India
S036,S03,Assam,DIPHU(6),Diphu,6,DIPHU,Result Declared,AMARSING TISSO,Bharatiya Janata Party - BJP,369,334620,0.490050921,J. I. KATHAR,Independent,187017,147603,682827,6,India
S186,S18,Odisha,BALASORE(6),Balasore,6,BALASORE,Result Declared,PRATAP CHANDRA SARANGI,Bharatiya Janata Party - BJP,369,563865,0.45486373,LEKHASRI SAMANTSINGHAR,Biju Janata Dal,416709,147156,1239635,12,India
S115,S11,Kerala,KOZHIKODE(5),Kozhikode,5,KOZHIKODE,Result Declared,M. K. RAGHAVAN,Indian National Congress - INC,742,520421,0.477428558,ELAMARAM KAREEM,Communist Party of India  (Marxist),374245,146176,1090050,14,India
S1220,S12,Madhya Pradesh,RAJGARH(20),RAJGARH,20,RAJGARH,Result Declared,RODMAL NAGAR,Bharatiya Janata Party - BJP,369,758743,0.530961926,DIGVIJAYA SINGH,Indian National Congress,612654,146089,1428997,16,India
S269,S26,Chhattisgarh,MAHASAMUND(9),MAHASAMUND,9,MAHASAMUND,Result Declared,ROOP KUMARI CHOUDHARY,Bharatiya Janata Party - BJP,369,703659,0.530630882,TAMRADHWAJ SAHU,Indian National Congress,558203,145456,1326080,18,India
S0314,S03,Assam,JORHAT(14),Jorhat,14,JORHAT,Result Declared,GAURAV GOGOI,Indian National Congress - INC,742,751771,0.540391472,TOPON KUMAR GOGOI,Bharatiya Janata Party,607378,144393,1391160,5,India
S0436,S04,Bihar,JAHANABAD(36),Jahanabad,36,JAHANABAD,Result Declared,SURENDRA PRASAD YADAV,Rashtriya Janata Dal - RJD,1420,443035,0.478765251,CHANDESHWAR PRASAD,Janata Dal  (United),300444,142591,925370,16,India
S1312,S13,Maharashtra,GADCHIROLI-CHIMUR(12),Gadchiroli - Chimur,12,GADCHIROLI-CHIMUR,Result Declared,DR. KIRSAN NAMDEO,Indian National Congress - INC,742,617792,0.529675229,ASHOK  MAHADEORAO NETE,Bharatiya Janata Party,476096,141696,1166360,11,India
S1336,S13,Maharashtra,SHIRUR(36),Shirur,36,SHIRUR,Result Declared,DR. AMOL RAMSING KOLHE,Nationalist Congress Party Sharadchandra Pawar - NCPSP,3620,698692,0.508337796,ADHALRAO SHIVAJI DATTATREY,Nationalist Congress Party,557741,140951,1374464,33,India
S1021,S10,Karnataka,MYSORE(21),Mysore,21,MYSORE,Result Declared,YADUVEER KRISHNADATTA CHAMARAJA WADIYAR,Bharatiya Janata Party - BJP,369,795503,0.535882431,M. LAKSHMANA,Indian National Congress,656241,139262,1484473,19,India
S2712,S27,Jharkhand,LOHARDAGA(12),Lohardaga,12,LOHARDAGA,Result Declared,SUKHDEO BHAGAT,Indian National Congress - INC,742,483038,0.499457671,SAMIR ORAON,Bharatiya Janata Party,343900,139138,967125,16,India
S182,S18,Odisha,SUNDARGARH(2),Sundargarh,2,SUNDARGARH,Result Declared,JUAL ORAM,Bharatiya Janata Party - BJP,369,494282,0.427662084,DILIP KUMAR TIRKEY,Biju Janata Dal,355474,138808,1155777,9,India
U052,U05,Delhi,NORTH-EASTDELHI(2),North-East Delhi,2,NORTH-EASTDELHI,Result Declared,MANOJ TIWARI,Bharatiya Janata Party - BJP,369,824451,0.530968339,KANHAIYA KUMAR,Indian National Congress,685673,138778,1552731,29,India
S2539,S25,West Bengal,BARDHAMAN-DURGAPUR(39),Bardhaman-Durgapur,39,BARDHAMAN-DURGAPUR,Result Declared,AZAD KIRTI JHA,All India Trinamool Congress - AITC,140,720667,0.479877452,DILIP GHOSH,Bharatiya Janata Party,582686,137981,1501773,9,India
S1310,S13,Maharashtra,NAGPUR(10),Nagpur,10,NAGPUR,Result Declared,NITIN JAIRAM GADKARI,Bharatiya Janata Party - BJP,369,655027,0.540754267,VIKAS THAKRE,Indian National Congress,517424,137603,1211321,27,India
S2455,S24,Uttar Pradesh,AMBEDKARNAGAR(55),Ambedkar Nagar,55,AMBEDKARNAGAR,Result Declared,LALJI VERMA,Samajwadi Party - SP,1680,544959,0.462982409,RITESH PANDEY,Bharatiya Janata Party,407712,137247,1177062,9,India
S042,S04,Bihar,PASCHIMCHAMPARAN(2),Paschim Champaran,2,PASCHIMCHAMPARAN,Result Declared,DR.SANJAY JAISWAL,Bharatiya Janata Party - BJP,369,580421,0.534331686,MADAN MOHAN TIWARI,Indian National Congress,443853,136568,1086256,9,India
U071,U07,Puducherry,PUDUCHERRY(1),PUDUCHERRY,1,PUDUCHERRY,Result Declared,VE VAITHILINGAM,Indian National Congress - INC,742,426005,0.527273065,A NAMASSIVAYAM,Bharatiya Janata Party,289489,136516,807940,27,India
U085,U08,Jammu and Kashmir,JAMMU(5),JAMMU,5,JAMMU,Result Declared,JUGAL KISHORE,Bharatiya Janata Party - BJP,369,687588,0.528030005,RAMAN BHALLA,Indian National Congress,552090,135498,1302176,23,India
S0613,S06,Gujarat,JUNAGADH(13),Junagadh,13,JUNAGADH,Result Declared,CHUDASAMA RAJESHBHAI NARANBHAI,Bharatiya Janata Party - BJP,369,584049,0.546732843,JOTVA HIRABHAI ARJANBHAI,Indian National Congress,448555,135494,1068253,12,India
S2435,S24,Uttar Pradesh,LUCKNOW(35),Lucknow,35,LUCKNOW,Result Declared,RAJ NATH SINGH,Bharatiya Janata Party - BJP,369,612709,0.538933338,RAVIDAS MEHROTRA,Samajwadi Party,477550,135159,1136892,11,India
S1227,S12,Madhya Pradesh,KHARGONE(27),KHARGONE,27,KHARGONE,Result Declared,GAJENDRA SINGH PATEL,Bharatiya Janata Party - BJP,369,819863,0.525965211,PORLAL BATHA KHARTE,Indian National Congress,684845,135018,1558778,6,India
S1319,S13,Maharashtra,AURANGABAD(19),Aurangabad,19,AURANGABAD,Result Declared,BHUMARE SANDIPANRAO ASARAM,Shiv Sena - SHS,3529,476130,0.365635921,IMTIAZ JALEEL SYED,All India Majlis-E-Ittehadul Muslimeen,341480,134650,1302197,38,India
S1317,S13,Maharashtra,PARBHANI(17),Parbhani,17,PARBHANI,Result Declared,JADHAV SANJAY ( BANDU ) HARIBHAU,Shiv Sena (Uddhav Balasaheb Thackrey) - SHSUBT,3369,601343,0.451738162,JANKAR MAHADEV JAGANNATH,Rashtriya Samaj Paksha,467282,134061,1331176,35,India
S1811,S18,Odisha,KALAHANDI(11),Kalahandi,11,KALAHANDI,Result Declared,MALVIKA DEVI,Bharatiya Janata Party - BJP,369,544303,0.407948621,LAMBODAR NIAL,Biju Janata Dal,410490,133813,1334244,12,India
S1113,S11,Kerala,IDUKKI(13),Idukki,13,IDUKKI,Result Declared,ADV. DEAN KURIAKOSE,Indian National Congress - INC,742,432372,0.514326295,ADV. JOICE GEORGE,Communist Party of India  (Marxist),298645,133727,840657,8,India
S1810,S18,Odisha,BOLANGIR(10),Bolangir,10,BOLANGIR,Result Declared,SANGEETA KUMARI SINGH DEO,Bharatiya Janata Party - BJP,369,617744,0.441167565,SURENDRA SINGH BHOI,Biju Janata Dal,485080,132664,1400248,11,India
S0120,S01,Andhra Pradesh,HINDUPUR(20),Hindupur,20,HINDUPUR,Result Declared,B K PARTHASARATHI,Telugu Desam - TDP,1745,725534,0.51226013,J SHANTHA,Yuvajana Sramika Rythu Congress Party,593107,132427,1416339,14,India
S292,S29,Telangana,PEDDAPALLE(2),Peddapalle,2,PEDDAPALLE,Result Declared,VAMSI KRISHNA GADDAM,Indian National Congress - INC,742,475587,0.434209049,SRINIVAS GOMASE,Bharatiya Janata Party,344223,131364,1095295,43,India
S2480,S24,Uttar Pradesh,ROBERTSGANJ(80),Robertsganj,80,ROBERTSGANJ,Result Declared,CHHOTELAL,Samajwadi Party - SP,1680,465848,0.461443522,RINKI SINGH,Apna Dal (Soneylal),336614,129234,1009545,13,India
S107,S10,Karnataka,BIDAR(7),Bidar,7,BIDAR,Result Declared,SAGAR ESHWAR KHANDRE,Indian National Congress - INC,742,666317,0.536348064,BHAGWANTH KHUBA,Bharatiya Janata Party,537442,128875,1242322,19,India
S258,S25,West Bengal,MALDAHADAKSHIN(8),Maldaha Dakshin,8,MALDAHADAKSHIN,Result Declared,ISHA KHAN CHOUDHURY,Indian National Congress - INC,742,572395,0.417870928,SREERUPA MITRA CHAUDHURY (NIRBHAYA DIDI),Bharatiya Janata Party,444027,128368,1369789,18,India
S0417,S04,Bihar,GOPALGANJ(17),Gopalganj,17,GOPALGANJ,Result Declared,DR. ALOK KUMAR SUMAN,Janata Dal  (United) - JD(U),805,511866,0.481517403,PREM NATH CHANCHAL ALIAS CHANCHAL PASWAN,Vikassheel Insaan Party,384686,127180,1063027,12,India
S2218,S22,Tamil Nadu,TIRUPPUR(18),TIRUPPUR,18,TIRUPPUR,Result Declared,"SUBBARAYAN, K.",Communist Party of India - CPI,544,472739,0.413758185,"ARUNACHALAM, P.",All India Anna Dravida Munnetra Kazhagam,346811,125928,1142549,14,India
S2475,S24,Uttar Pradesh,GHAZIPUR(75),Ghazipur,75,GHAZIPUR,Result Declared,AFZAL ANSARI,Samajwadi Party - SP,1680,539912,0.468228956,PARS NATH RAI,Bharatiya Janata Party,415051,124861,1153094,11,India
U084,U08,Jammu and Kashmir,UDHAMPUR(4),UDHAMPUR,4,UDHAMPUR,Result Declared,DR JITENDRA SINGH,Bharatiya Janata Party - BJP,369,571076,0.512761206,CH LAL SINGH,Indian National Congress,446703,124373,1113727,13,India
U057,U05,Delhi,SOUTHDELHI(7),South Delhi,7,SOUTHDELHI,Result Declared,RAMVIR SINGH BIDHURI,Bharatiya Janata Party - BJP,369,692832,0.534593418,SAHI RAM,Aam Aadmi Party,568499,124333,1295998,23,India
